Rank,Name,Total Points
1,F. Toledo,,0,,мужчины,6820,6820
2,J. Robinson,,0,,мужчины,6425,6425
3,E. Ewing,,0,,мужчины,5902,5902
4,K. Igarashi,,0,,мужчины,5657,5657
5,G. Colapinto,,0,,мужчины,5568,5568
6,I. Ferreira,,0,,мужчины,5538,5538
7,M. Pupo,,0,,мужчины,5481,5481
8,C. Ibelli,,0,,мужчины,4953,4953
9,S. Pupo,,0,,мужчины,4939,4939
10,C. O'Leary,,0,,мужчины,4870,4870
11,C. Robson,,0,,мужчины,4833,4833
12,M. McGillivray,,0,,мужчины,4624,4624
13,J. Smith,,0,,мужчины,4547,4547
14,N. Young,,0,,мужчины,4358,4358
15,B. Mamiya,,0,,мужчины,4308,4308
16,J. Andre,,0,,мужчины,4198,4198
17,J. Marshall,,0,,мужчины,4024,4024
18,K. Slater,,0,,мужчины,4018,4018
19,J. Baker,,0,,мужчины,4003,4003
20,K. Andino,,0,,мужчины,3891,3891
21,J. Florence,,0,,мужчины,3590,3590
22,S. Moniz,,0,,мужчины,3148,3148
23,Y. Dora,,0,,мужчины,2927,2927
24,J. Chianca,,0,,мужчины,2400,2400
25,E. Lau,,0,,мужчины,2083,2083
26,C. Coffin,,0,,мужчины,1968,1968
27,L. Mesinas,,0,,мужчины,1915,1915
28,F. Morais,,0,,мужчины,1900,1900
29,L. Fioravanti,,0,,мужчины,1900,1900
30,O. Wright,,0,,мужчины,1878,1878
31,M. Cibilic,,0,,мужчины,1853,1853
32,D. Silva,,0,,мужчины,1835,1835
33,I. deVault,,0,,мужчины,1790,1790
34,G. Medina,,0,,мужчины,1770,1770
35,R. Callinan,,0,,мужчины,1385,1385
36,K. Vaast,,0,,мужчины,860,860
37,M. Tudela,,0,,мужчины,813,813
38,C. Munoz,,0,,мужчины,778,778
39,J. Lawler,,0,,мужчины,630,630
40,N. Hedge,,0,,мужчины,555,555
41,M. Herdy,,0,,мужчины,555,555
42,M. Fanning,,0,,мужчины,462,462
43,R. Waida,,0,,мужчины,450,450
44,M. Rodrigues,,0,,мужчины,413,413
45,L. Thompson,,0,,мужчины,400,400
46,B. Kemper,,0,,мужчины,390,390
47,M. Wright,,0,,мужчины,385,385
48,J. Burke,,0,,мужчины,385,385
49,M. Bourez,,0,,мужчины,380,380
50,J. Faulkner,,0,,мужчины,375,375
51,I. Florence,,0,,мужчины,370,370
52,B. Perez,,0,,мужчины,370,370
53,J. Becret,,0,,мужчины,355,355
54,V. Ribeiro,,0,,мужчины,320,320
55,J. Willcox,,0,,мужчины,320,320
56,T. Wylie,,0,,мужчины,320,320
57,B. Spence,,0,,мужчины,315,315
58,J. Thomas,,0,,мужчины,310,310
59,A. Antunes,,0,,мужчины,305,305
60,K. Lenny,,0,,мужчины,305,305
