Rank,Name,Total Points
1,F. Toledo,,0,,мужчины,6350,6350
2,G. Colapinto,,0,,мужчины,5600,5600
3,J. Chianca,,0,,мужчины,5590,5590
4,G. Medina,,0,,мужчины,5490,5490
5,J. Robinson,,0,,мужчины,5400,5400
6,E. Ewing,,0,,мужчины,5340,5340
7,Y. Dora,,0,,мужчины,5250,5250
8,J. Florence,,0,,мужчины,5210,5210
9,L. Fioravanti,,0,,мужчины,5000,5000
10,R. Callinan,,0,,мужчины,4790,4790
11,B. Mamiya,,0,,мужчины,4760,4760
12,C. O'Leary,,0,,мужчины,4570,4570
13,I. Gentil,,0,,мужчины,4540,4540
14,L. O'Brien,,0,,мужчины,4440,4440
15,K. Igarashi,,0,,мужчины,4440,4440
16,C. Ibelli,,0,,мужчины,4340,4340
17,J. Smith,,0,,мужчины,4310,4310
18,C. Robson,,0,,мужчины,4150,4150
19,S. Moniz,,0,,мужчины,4100,4100
20,R. Waida,,0,,мужчины,4050,4050
21,M. McGillivray,,0,,мужчины,4040,4040
22,I. Ferreira,,0,,мужчины,3810,3810
23,K. Slater,,0,,мужчины,3400,3400
24,S. Pupo,,0,,мужчины,2820,2820
25,J. Baker,,0,,мужчины,2210,2210
26,N. Young,,0,,мужчины,2210,2210
27,M. Rodrigues,,0,,мужчины,2020,2020
28,M. Huscenot,,0,,мужчины,1940,1940
29,K. Andino,,0,,мужчины,1920,1920
30,J. Marshall,,0,,мужчины,1920,1920
31,C. Munoz,,0,,мужчины,1840,1840
32,E. Lau,,0,,мужчины,1840,1840
33,M. Pupo,,0,,мужчины,1400,1400
34,J. Andre,,0,,мужчины,930,930
35,K. Vaast,,0,,мужчины,610,610
36,M. Braye,,0,,мужчины,610,610
37,J. Duru,,0,,мужчины,500,500
38,X. Huxtable,,0,,мужчины,500,500
39,M. Drollet,,0,,мужчины,400,400
40,T. Carrique,,0,,мужчины,400,400
41,J. Willcox,,0,,мужчины,400,400
42,R. Heazlewood,,0,,мужчины,400,400
43,J. Earle,,0,,мужчины,400,400
44,J. Forrest,,0,,мужчины,400,400
45,D. Moffat,,0,,мужчины,400,400
46,O. Wright,,0,,мужчины,400,400
47,M. Cibilic,,0,,мужчины,400,400
48,B. Perez,,0,,мужчины,400,400
49,A. Masencamp,,0,,мужчины,400,400
50,K. Asing,,0,,мужчины,400,400
51,E. Hanneman,,0,,мужчины,400,400
52,F. Morais,,0,,мужчины,320,320
53,J. Thomas,,0,,мужчины,320,320
54,I. deVault,,0,,мужчины,320,320
55,J. Moniz,,0,,мужчины,320,320
56,K. Lenny,,0,,мужчины,320,320
