Rank,Name,Total Points
1,J. Florence,,0,,мужчины,6200,6200
2,G. Colapinto,,0,,мужчины,6100,6100
3,J. Robinson,,0,,мужчины,5540,5540
4,E. Ewing,,0,,мужчины,5420,5420
5,I. Ferreira,,0,,мужчины,5310,5310
6,Y. Dora,,0,,мужчины,5160,5160
7,G. Medina,,0,,мужчины,5110,5110
8,J. Smith,,0,,мужчины,4990,4990
9,R. Waida,,0,,мужчины,4840,4840
10,C. Colapinto,,0,,мужчины,4640,4640
11,J. Marshall,,0,,мужчины,4620,4620
12,B. Mamiya,,0,,мужчины,4530,4530
13,R. Boukhiam,,0,,мужчины,4460,4460
14,R. Callinan,,0,,мужчины,4460,4460
15,C. O'Leary,,0,,мужчины,4440,4440
16,C. Houshmand,,0,,мужчины,4420,4420
17,K. Igarashi,,0,,мужчины,4360,4360
18,M. McGillivray,,0,,мужчины,4360,4360
19,I. deVault,,0,,мужчины,4330,4330
20,S. Moniz,,0,,мужчины,4260,4260
21,L. O'Brien,,0,,мужчины,4210,4210
22,L. Fioravanti,,0,,мужчины,4120,4120
23,S. Pupo,,0,,мужчины,2710,2710
24,K. Slater,,0,,мужчины,2610,2610
25,I. Gentil,,0,,мужчины,2250,2250
26,K. Matson,,0,,мужчины,2210,2210
27,M. Pupo,,0,,мужчины,2200,2200
28,C. Ibelli,,0,,мужчины,2120,2120
29,J. Willcox,,0,,мужчины,2100,2100
30,F. Morais,,0,,мужчины,2100,2100
31,C. Robson,,0,,мужчины,1940,1940
32,D. Silva,,0,,мужчины,1920,1920
33,E. Hanneman,,0,,мужчины,1920,1920
34,G. Pittar,,0,,мужчины,1130,1130
35,J. Chianca,,0,,мужчины,1010,1010
36,J. Duru,,0,,мужчины,610,610
37,M. Cibilic,,0,,мужчины,610,610
38,M. Braye,,0,,мужчины,500,500
39,B. Perez,,0,,мужчины,500,500
40,M. Canhoto,,0,,мужчины,400,400
41,T. Gukilau,,0,,мужчины,400,400
42,R. Heazlewood,,0,,мужчины,400,400
43,T. Wylie,,0,,мужчины,400,400
44,J. Bunch,,0,,мужчины,400,400
45,S. Crawford,,0,,мужчины,400,400
46,B. Sale,,0,,мужчины,400,400
47,M. Mignot,,0,,мужчины,320,320
48,J. Chaves,,0,,мужчины,320,320
49,O. North,,0,,мужчины,320,320
50,F. Toledo,,0,,мужчины,320,320
51,K. Asing,,0,,мужчины,320,320
52,K. Lenny,,0,,мужчины,320,320
