Rank,Name,Total Points
1,G. Colapinto,,0,,мужчины,45645,45645
2,Y. Dora,,0,,мужчины,45525,45525
3,J. Smith,,0,,мужчины,44100,44100
4,J. Robinson,,0,,мужчины,41460,41460
5,E. Ewing,,0,,мужчины,40545,40545
6,I. Ferreira,,0,,мужчины,37420,37420
7,L. Fioravanti,,0,,мужчины,37210,37210
8,K. Igarashi,,0,,мужчины,36285,36285
9,C. Houshmand,,0,,мужчины,36205,36205
10,B. Mamiya,,0,,мужчины,34130,34130
11,C. O'Leary,,0,,мужчины,31450,31450
12,C. Colapinto,,0,,мужчины,30875,30875
13,J. Marshall,,0,,мужчины,30175,30175
14,F. Toledo,,0,,мужчины,28100,28100
15,M. Pupo,,0,,мужчины,25545,25545
16,M. Mignot,,0,,мужчины,24770,24770
17,J. Vaughan,,0,,мужчины,23345,23345
18,J. Chianca,,0,,мужчины,22845,22845
19,A. Cleland,,0,,мужчины,21920,21920
20,S. Moniz,,0,,мужчины,18865,18865
21,R. Waida,,0,,мужчины,17375,17375
22,M. McGillivray,,0,,мужчины,14450,14450
23,A. Muniz,,0,,мужчины,11565,11565
24,G. Pittar,,0,,мужчины,10990,10990
25,I. deVault,,0,,мужчины,9925,9925
26,I. Gouveia,,0,,мужчины,9275,9275
27,S. Pupo,,0,,мужчины,9000,9000
28,J. Bunch,,0,,мужчины,8640,8640
29,L. O'Brien,,0,,мужчины,7575,7575
30,I. Gentil,,0,,мужчины,7575,7575
31,R. Boukhiam,,0,,мужчины,6245,6245
32,M. Cibilic,,0,,мужчины,6085,6085
33,M. Braye,,0,,мужчины,6085,6085
34,K. Slater,,0,,мужчины,6075,6075
35,J. Willcox,,0,,мужчины,4745,4745
36,K. Vaast,,0,,мужчины,4745,4745
37,E. Groggia,,0,,мужчины,4520,4520
38,D. Silva,,0,,мужчины,4520,4520
39,R. Callinan,,0,,мужчины,4255,4255
40,M. McDonagh,,0,,мужчины,3320,3320
41,X. Huxtable,,0,,мужчины,3320,3320
42,J. Florence,,0,,мужчины,3320,3320
43,G. Delahaye,,0,,мужчины,1330,1330
44,J. Couzinet,,0,,мужчины,1330,1330
45,L. Thompson,,0,,мужчины,1330,1330
46,P. Crisanto,,0,,мужчины,1330,1330
47,G. Klaussner,,0,,мужчины,1330,1330
48,W. Vincent,,0,,мужчины,1330,1330
49,D. Poulos,,0,,мужчины,1330,1330
50,L. Slawson,,0,,мужчины,1330,1330
51,B. Perez,,0,,мужчины,1330,1330
52,T. Tairoa,,0,,мужчины,1330,1330
53,F. Morais,,0,,мужчины,265,265
54,E. Hanneman,,0,,мужчины,265,265
