Rank,Name,Total Points
1,G. Colapinto,,0,,мужчины,45732,45732
2,Y. Dora,,0,,мужчины,44268,44268
3,J. Smith,,0,,мужчины,40604,40604
4,J. Robinson,,0,,мужчины,39478,39478
5,E. Ewing,,0,,мужчины,38074,38074
6,I. Ferreira,,0,,мужчины,35206,35206
7,L. Fioravanti,,0,,мужчины,34606,34606
8,C. Houshmand,,0,,мужчины,34184,34184
9,B. Mamiya,,0,,мужчины,32690,32690
10,K. Igarashi,,0,,мужчины,32656,32656
11,C. O'Leary,,0,,мужчины,29360,29360
12,C. Colapinto,,0,,мужчины,27190,27190
13,J. Marshall,,0,,мужчины,26244,26244
14,F. Toledo,,0,,мужчины,25150,25150
15,M. Pupo,,0,,мужчины,24860,24860
16,M. Mignot,,0,,мужчины,22470,22470
17,A. Cleland,,0,,мужчины,21346,21346
18,J. Chianca,,0,,мужчины,20378,20378
19,J. Vaughan,,0,,мужчины,20124,20124
20,S. Moniz,,0,,мужчины,17034,17034
21,R. Waida,,0,,мужчины,15982,15982
22,M. McGillivray,,0,,мужчины,14876,14876
23,A. Muniz,,0,,мужчины,12438,12438
24,G. Pittar,,0,,мужчины,10746,10746
25,I. Gouveia,,0,,мужчины,10384,10384
26,I. deVault,,0,,мужчины,10058,10058
27,S. Pupo,,0,,мужчины,8784,8784
28,J. Bunch,,0,,мужчины,8336,8336
29,L. O'Brien,,0,,мужчины,7850,7850
30,I. Gentil,,0,,мужчины,7178,7178
31,R. Boukhiam,,0,,мужчины,6132,6132
32,M. Braye,,0,,мужчины,6084,6084
33,M. Cibilic,,0,,мужчины,5584,5584
34,K. Slater,,0,,мужчины,5474,5474
35,R. Callinan,,0,,мужчины,5400,5400
36,D. Silva,,0,,мужчины,5230,5230
37,E. Groggia,,0,,мужчины,5182,5182
38,K. Vaast,,0,,мужчины,4564,4564
39,J. Willcox,,0,,мужчины,4014,4014
40,J. Florence,,0,,мужчины,3150,3150
41,M. McDonagh,,0,,мужчины,1920,1920
42,X. Huxtable,,0,,мужчины,1920,1920
43,G. Klaussner,,0,,мужчины,1560,1560
44,B. Perez,,0,,мужчины,1560,1560
45,J. Couzinet,,0,,мужчины,1540,1540
46,L. Thompson,,0,,мужчины,1520,1520
47,D. Poulos,,0,,мужчины,1520,1520
48,P. Crisanto,,0,,мужчины,1500,1500
49,G. Delahaye,,0,,мужчины,1460,1460
50,L. Slawson,,0,,мужчины,1460,1460
51,T. Tairoa,,0,,мужчины,1460,1460
52,W. Vincent,,0,,мужчины,1044,1044
53,E. Hanneman,,0,,мужчины,900,900
54,F. Morais,,0,,мужчины,896,896
