Rank,Name,Total Points
1,I. Ferreira,,0,,мужчины,22384,22384
2,M. Pupo,,0,,мужчины,20864,20864
3,G. Medina,,0,,мужчины,20184,20184
4,Y. Dora,,0,,мужчины,20048,20048
5,G. Pittar,,0,,мужчины,17900,17900
6,E. Ewing,,0,,мужчины,17764,17764
7,G. Colapinto,,0,,мужчины,16918,16918
8,S. Pupo,,0,,мужчины,16812,16812
9,L. Fioravanti,,0,,мужчины,15428,15428
10,F. Toledo,,0,,мужчины,15398,15398
11,C. O'Leary,,0,,мужчины,14150,14150
12,L. O'Brien,,0,,мужчины,13284,13284
13,M. Cibilic,,0,,мужчины,12600,12600
14,K. Igarashi,,0,,мужчины,12464,12464
15,J. Robinson,,0,,мужчины,11050,11050
16,M. Mignot,,0,,мужчины,11050,11050
17,C. Colapinto,,0,,мужчины,10914,10914
18,R. Waida,,0,,мужчины,10914,10914
19,J. Marshall,,0,,мужчины,9500,9500
20,A. Muniz,,0,,мужчины,9500,9500
21,J. Vaughan,,0,,мужчины,9364,9364
22,C. Houshmand,,0,,мужчины,9364,9364
23,B. Mamiya,,0,,мужчины,9364,9364
24,K. Vaast,,0,,мужчины,9364,9364
25,M. Herdy,,0,,мужчины,8664,8664
26,J. Chianca,,0,,мужчины,7950,7950
27,J. Smith,,0,,мужчины,7950,7950
28,C. Robson,,0,,мужчины,6550,6550
29,E. Hanneman,,0,,мужчины,6400,6400
30,A. Cleland,,0,,мужчины,6400,6400
31,S. Moniz,,0,,мужчины,6400,6400
32,L. Thompson,,0,,мужчины,5700,5700
33,R. Boukhiam,,0,,мужчины,4300,4300
34,O. Berry,,0,,мужчины,3600,3600
35,J. Willcox,,0,,мужчины,1600,1600
36,J. Thomas,,0,,мужчины,1600,1600
37,D. Henry,,0,,мужчины,1600,1600
38,X. Huxtable,,0,,мужчины,1600,1600
39,T. Butland,,0,,мужчины,900,900
40,B. Stairmand,,0,,мужчины,900,900
41,R. Heazlewood,,0,,мужчины,900,900
42,W. Vincent,,0,,мужчины,900,900
